Academic Year,County Name,District Name,School Name,School Type,Educational_Type,Low Grade,High Grade,2021_Enrollment,2021_Free_Meal_Count,2021_Free_Meal_Percent,2021_FRPM_Count,2021_FRPM_Percent
2020-2021,Alameda,New Haven Unified,Searles Elementary,Elementary Schools (Public),Traditional,K,5,704,293,0.41600000000000004,328,0.466
2020-2021,Alameda,New Haven Unified,Tom Kitayama Elementary,Elementary Schools (Public),Traditional,K,5,696,212,0.305,248,0.35600000000000004
2020-2021,Alameda,Oakland Unified,Achieve Academy,Elementary Schools (Public),Traditional,K,5,607,524,0.863,558,0.919
2020-2021,Alameda,Oakland Unified,ACORN Woodland Elementary,Elementary Schools (Public),Traditional,K,5,276,238,0.862,258,0.935
2020-2021,Alameda,Oakland Unified,Allendale Elementary,Elementary Schools (Public),Traditional,K,5,354,289,0.816,306,0.8640000000000001
2020-2021,Alameda,Oakland Unified,American Indian Public Charter,Junior High Schools (Public),Traditional,6,8,240,153,0.638,159,0.6629999999999999
2020-2021,Alameda,Oakland Unified,American Indian Public Charter II,Elementary Schools (Public),Traditional,K,8,659,438,0.665,452,0.6859999999999999
2020-2021,Alameda,Oakland Unified,American Indian Public High,High Schools (Public),Traditional,9,12,446,271,0.608,286,0.6409999999999999
2020-2021,Alameda,Oakland Unified,ARISE High,High Schools (Public),Traditional,9,12,387,300,0.775,332,0.858
2020-2021,Alameda,Oakland Unified,ASCEND,Elementary Schools (Public),Traditional,K,8,510,406,0.7959999999999999,449,0.88
2020-2021,Alameda,Oakland Unified,Aspire Berkley Maynard Academy,Elementary Schools (Public),Traditional,K,8,561,355,0.633,401,0.715
2020-2021,Alameda,Oakland Unified,Aspire College Academy,Elementary Schools (Public),Traditional,K,5,271,215,0.7929999999999999,231,0.852
2020-2021,Alameda,Oakland Unified,Aspire ERES Academy,Elementary Schools (Public),Traditional,K,8,228,196,0.86,209,0.917
2020-2021,Alameda,Oakland Unified,Aspire Golden State College Preparatory Academy,K-12 Schools (Public),Traditional,6,12,608,441,0.725,489,0.804
2020-2021,Alameda,Oakland Unified,Aspire Lionel Wilson College Preparatory Academy,K-12 Schools (Public),Traditional,6,12,505,367,0.727,433,0.857
2020-2021,Alameda,Oakland Unified,Aspire Monarch Academy,Elementary Schools (Public),Traditional,K,5,414,318,0.768,360,0.87
2020-2021,Alameda,Oakland Unified,Aspire Triumph Technology Academy,Elementary Schools (Public),Traditional,K,5,286,259,0.9059999999999999,269,0.941
2020-2021,Alameda,Oakland Unified,Bay Area Technology,K-12 Schools (Public),Traditional,6,12,353,244,0.691,267,0.7559999999999999
2020-2021,Alameda,Oakland Unified,Bella Vista Elementary,Elementary Schools (Public),Traditional,K,5,439,310,0.706,336,0.765
2020-2021,Alameda,Oakland Unified,Bret Harte Middle,Intermediate/Middle Schools (Public),Traditional,6,9,557,423,0.759,442,0.794
2020-2021,Alameda,Oakland Unified,Bridges Academy,Elementary Schools (Public),Traditional,K,5,422,380,0.9,399,0.945
2020-2021,Alameda,Oakland Unified,Brookfield Elementary,Elementary Schools (Public),Traditional,K,5,213,166,0.779,185,0.8690000000000001
2020-2021,Alameda,Oakland Unified,Burckhalter Elementary,Elementary Schools (Public),Traditional,K,5,193,155,0.8029999999999999,158,0.8190000000000001
2020-2021,Alameda,Oakland Unified,Carl B. Munck Elementary,Elementary Schools (Public),Traditional,K,5,227,148,0.652,153,0.674
2020-2021,Alameda,Oakland Unified,Castlemont High,High Schools (Public),Traditional,9,12,749,638,0.852,670,0.895
2020-2021,Alameda,Oakland Unified,Chabot Elementary,Elementary Schools (Public),Traditional,K,5,568,122,0.215,132,0.23199999999999998
2020-2021,Alameda,Oakland Unified,Civicorps Corpsmember Academy,High Schools (Public),Traditional,9,Adult,54,54,1.0,54,1.0
2020-2021,Alameda,Oakland Unified,Claremont Middle,Intermediate/Middle Schools (Public),Traditional,6,8,498,182,0.365,209,0.42
2020-2021,Alameda,Oakland Unified,Cleveland Elementary,Elementary Schools (Public),Traditional,K,5,403,159,0.395,183,0.45399999999999996
2020-2021,Alameda,Oakland Unified,Coliseum College Prep Academy,K-12 Schools (Public),Traditional,6,12,599,531,0.8859999999999999,572,0.955
2020-2021,Alameda,Oakland Unified,Community Day,District Community Day Schools,Community Day School,6,12,19,17,0.895,17,0.895
2020-2021,Alameda,Oakland Unified,Community United Elementary,Elementary Schools (Public),Traditional,K,5,299,212,0.7090000000000001,215,0.7190000000000001
2020-2021,Alameda,Oakland Unified,Conservatory of Vocal/Instrumental Arts High,High Schools (Public),Traditional,9,12,55,31,0.564,37,0.6729999999999999
2020-2021,Alameda,Oakland Unified,Crocker Highlands Elementary,Elementary Schools (Public),Traditional,K,5,452,53,0.11699999999999999,53,0.11699999999999999
2020-2021,Alameda,Oakland Unified,Dewey Academy,Continuation High Schools,Continuation School,9,12,195,161,0.826,172,0.882
2020-2021,Alameda,Oakland Unified,Downtown Charter Academy,Intermediate/Middle Schools (Public),Traditional,6,8,318,211,0.664,241,0.758
2020-2021,Alameda,Oakland Unified,East Bay Innovation Academy,K-12 Schools (Public),Traditional,6,12,630,185,0.294,211,0.335
2020-2021,Alameda,Oakland Unified,East Oakland Pride Elementary,Elementary Schools (Public),Traditional,K,5,326,279,0.856,293,0.899
2020-2021,Alameda,Oakland Unified,Edna Brewer Middle,Intermediate/Middle Schools (Public),Traditional,6,8,812,345,0.425,371,0.457
2020-2021,Alameda,Oakland Unified,Elmhurst United Middle,Intermediate/Middle Schools (Public),Traditional,6,8,726,656,0.904,670,0.9229999999999999
2020-2021,Alameda,Oakland Unified,Emerson Elementary,Elementary Schools (Public),Traditional,K,5,328,211,0.643,236,0.72
2020-2021,Alameda,Oakland Unified,EnCompass Academy Elementary,Elementary Schools (Public),Traditional,K,5,329,288,0.875,296,0.9
2020-2021,Alameda,Oakland Unified,Esperanza Elementary,Elementary Schools (Public),Traditional,K,5,378,302,0.799,334,0.884
2020-2021,Alameda,Oakland Unified,Francophone Charter School of Oakland,Elementary Schools (Public),Traditional,K,8,311,58,0.18600000000000003,63,0.203
2020-2021,Alameda,Oakland Unified,Franklin Elementary,Elementary Schools (Public),Traditional,K,5,586,501,0.855,530,0.904
2020-2021,Alameda,Oakland Unified,Fred T. Korematsu Discovery Academy,Elementary Schools (Public),Traditional,K,5,213,192,0.9009999999999999,203,0.953
2020-2021,Alameda,Oakland Unified,Fremont High,High Schools (Public),Traditional,9,12,927,812,0.8759999999999999,839,0.905
2020-2021,Alameda,Oakland Unified,Frick United Academy of Language,Intermediate/Middle Schools (Public),Traditional,6,8,337,309,0.917,315,0.935
2020-2021,Alameda,Oakland Unified,Fruitvale Elementary,Elementary Schools (Public),Traditional,K,5,270,235,0.87,243,0.9
2020-2021,Alameda,Oakland Unified,Futures Elementary,Elementary Schools (Public),Traditional,K,5,319,293,0.9179999999999999,302,0.9470000000000001
2020-2021,Alameda,Oakland Unified,Garfield Elementary,Elementary Schools (Public),Traditional,K,5,604,526,0.871,557,0.922
2020-2021,Alameda,Oakland Unified,Gateway to College at Laney College,Alternative Schools of Choice,Alternative School of Choice,9,12,78,40,0.513,42,0.5379999999999999
2020-2021,Alameda,Oakland Unified,Glenview Elementary,Elementary Schools (Public),Traditional,K,5,473,111,0.235,125,0.264
2020-2021,Alameda,Oakland Unified,Global Family,Elementary Schools (Public),Traditional,K,5,449,393,0.875,414,0.922
2020-2021,Alameda,Oakland Unified,Grass Valley Elementary,Elementary Schools (Public),Traditional,K,5,243,180,0.741,199,0.8190000000000001
2020-2021,Alameda,Oakland Unified,Greenleaf Elementary,Elementary Schools (Public),Traditional,K,8,639,547,0.856,583,0.912
2020-2021,Alameda,Oakland Unified,Hillcrest Elementary,Elementary Schools (Public),Traditional,K,8,394,32,0.081,34,0.086
2020-2021,Alameda,Oakland Unified,Home and Hospital Program,K-12 Schools (Public),Home and Hospital,K,12,10,6,0.6,6,0.6
2020-2021,Alameda,Oakland Unified,Hoover Elementary,Elementary Schools (Public),Traditional,K,5,276,249,0.902,258,0.935
2020-2021,Alameda,Oakland Unified,Horace Mann Elementary,Elementary Schools (Public),Traditional,K,5,235,205,0.872,215,0.915
2020-2021,Alameda,Oakland Unified,Howard Elementary,Elementary Schools (Public),Traditional,K,6,273,197,0.722,211,0.773
2020-2021,Alameda,Oakland Unified,"Independent Study, Sojourner Truth",Alternative Schools of Choice,Alternative School of Choice,K,12,147,104,0.7070000000000001,108,0.735
2020-2021,Alameda,Oakland Unified,Infant and Preschool Program,Preschool,Traditional,P,P,5,5,1.0,5,1.0
2020-2021,Alameda,Oakland Unified,International Community,Elementary Schools (Public),Traditional,K,5,276,215,0.779,232,0.841
2020-2021,Alameda,Oakland Unified,Joaquin Miller Elementary,Elementary Schools (Public),Traditional,K,5,430,118,0.27399999999999997,131,0.305
2020-2021,Alameda,Oakland Unified,KIPP Bridge Academy,Elementary Schools (Public),Traditional,K,8,560,439,0.784,475,0.848
2020-2021,Alameda,Oakland Unified,La Escuelita Elementary,Elementary Schools (Public),Traditional,K,8,408,332,0.8140000000000001,359,0.88
2020-2021,Alameda,Oakland Unified,Laurel Elementary,Elementary Schools (Public),Traditional,K,5,444,317,0.7140000000000001,353,0.795
2020-2021,Alameda,Oakland Unified,Learning Without Limits,Elementary Schools (Public),Traditional,K,5,411,350,0.852,377,0.917
2020-2021,Alameda,Oakland Unified,LIFE Academy,K-12 Schools (Public),Traditional,6,12,464,388,0.836,419,0.903
2020-2021,Alameda,Oakland Unified,Lighthouse Community Charter,Elementary Schools (Public),Traditional,K,8,511,403,0.789,455,0.89
2020-2021,Alameda,Oakland Unified,Lighthouse Community Charter High,High Schools (Public),Traditional,9,12,304,233,0.7659999999999999,264,0.868
2020-2021,Alameda,Oakland Unified,Lincoln Elementary,Elementary Schools (Public),Traditional,K,5,738,480,0.65,532,0.721
2020-2021,Alameda,Oakland Unified,Lodestar: A Lighthouse Community Charter Public,K-12 Schools (Public),Traditional,K,12,645,460,0.713,515,0.7979999999999999
2020-2021,Alameda,Oakland Unified,LPS Oakland R & D Campus,High Schools (Public),Traditional,9,12,492,424,0.862,455,0.925
2020-2021,Alameda,Oakland Unified,Madison Park Academy 6-12,K-12 Schools (Public),Traditional,6,12,754,646,0.857,694,0.92
2020-2021,Alameda,Oakland Unified,Madison Park Academy TK-5,Elementary Schools (Public),Traditional,K,5,267,235,0.88,245,0.9179999999999999
2020-2021,Alameda,Oakland Unified,Manzanita Community,Elementary Schools (Public),Traditional,K,5,388,330,0.851,347,0.894
2020-2021,Alameda,Oakland Unified,Manzanita SEED Elementary,Elementary Schools (Public),Traditional,K,5,446,217,0.48700000000000004,223,0.5
2020-2021,Alameda,Oakland Unified,Markham Elementary,Elementary Schools (Public),Traditional,K,5,269,229,0.851,242,0.9
2020-2021,Alameda,Oakland Unified,"Martin Luther King, Jr. Elementary",Elementary Schools (Public),Traditional,K,5,352,325,0.9229999999999999,336,0.955
2020-2021,Alameda,Oakland Unified,McClymonds High,High Schools (Public),Traditional,9,12,357,289,0.81,307,0.86
2020-2021,Alameda,Oakland Unified,Melrose Leadership Academy,Elementary Schools (Public),Traditional,K,8,635,237,0.373,257,0.405
2020-2021,Alameda,Oakland Unified,MetWest High,High Schools (Public),Traditional,9,12,247,183,0.741,202,0.818
2020-2021,Alameda,Oakland Unified,Montclair Elementary,Elementary Schools (Public),Traditional,K,5,605,106,0.175,120,0.198
2020-2021,Alameda,Oakland Unified,Montera Middle,Intermediate/Middle Schools (Public),Traditional,6,8,633,299,0.47200000000000003,333,0.526
2020-2021,Alameda,Oakland Unified,New Highland Academy,Elementary Schools (Public),Traditional,K,5,317,288,0.909,296,0.934
2020-2021,Alameda,Oakland Unified,"Nonpublic, Nonsectarian Schools",,,,,137,70,0.511,74,0.54
2020-2021,Alameda,Oakland Unified,North Oakland Community Charter,Elementary Schools (Public),Traditional,K,8,159,75,0.47200000000000003,78,0.491
2020-2021,Alameda,Oakland Unified,Oakland Charter Academy,Intermediate/Middle Schools (Public),Traditional,6,8,248,181,0.73,199,0.802
2020-2021,Alameda,Oakland Unified,Oakland Charter High,High Schools (Public),Traditional,9,12,459,308,0.6709999999999999,364,0.7929999999999999
2020-2021,Alameda,Oakland Unified,Oakland High,High Schools (Public),Traditional,9,12,1650,1319,0.799,1409,0.8540000000000001
2020-2021,Alameda,Oakland Unified,Oakland International High,Alternative Schools of Choice,Alternative School of Choice,9,12,341,301,0.883,307,0.9
2020-2021,Alameda,Oakland Unified,"Oakland Military Institute, College Preparatory Academy",K-12 Schools (Public),Traditional,6,12,627,438,0.6990000000000001,482,0.769
2020-2021,Alameda,Oakland Unified,Oakland School for the Arts,K-12 Schools (Public),Traditional,6,12,801,131,0.16399999999999998,132,0.165
2020-2021,Alameda,Oakland Unified,Oakland Technical High,High Schools (Public),Traditional,9,12,1961,882,0.45,994,0.507
2020-2021,Alameda,Oakland Unified,Oakland Unity High,High Schools (Public),Traditional,9,12,372,273,0.7340000000000001,315,0.847
2020-2021,Alameda,Oakland Unified,Parker Elementary,Elementary Schools (Public),Traditional,K,8,257,237,0.922,246,0.9570000000000001
2020-2021,Alameda,Oakland Unified,Peralta Elementary,Elementary Schools (Public),Traditional,K,5,347,55,0.159,61,0.17600000000000002
2020-2021,Alameda,Oakland Unified,Piedmont Avenue Elementary,Elementary Schools (Public),Traditional,K,5,339,226,0.667,240,0.708
2020-2021,Alameda,Oakland Unified,Prescott,Elementary Schools (Public),Traditional,K,5,119,99,0.8320000000000001,102,0.857
2020-2021,Alameda,Oakland Unified,Ralph J. Bunche High,Continuation High Schools,Continuation School,9,12,77,66,0.857,68,0.883
2020-2021,Alameda,Oakland Unified,Reach Academy,Elementary Schools (Public),Traditional,K,5,406,340,0.8370000000000001,361,0.889
2020-2021,Alameda,Oakland Unified,Redwood Heights Elementary,Elementary Schools (Public),Traditional,K,5,358,77,0.215,88,0.24600000000000002
2020-2021,Alameda,Oakland Unified,Rise Community,Elementary Schools (Public),Traditional,K,5,214,189,0.883,198,0.925
2020-2021,Alameda,Oakland Unified,Roosevelt Middle,Intermediate/Middle Schools (Public),Traditional,6,8,615,540,0.878,571,0.9279999999999999
2020-2021,Alameda,Oakland Unified,Rudsdale Continuation,Continuation High Schools,Continuation School,9,12,294,246,0.8370000000000001,255,0.867
2020-2021,Alameda,Oakland Unified,Sankofa United,Elementary Schools (Public),Traditional,K,5,192,128,0.667,132,0.688
2020-2021,Alameda,Oakland Unified,Sequoia Elementary,Elementary Schools (Public),Traditional,K,5,439,106,0.24100000000000002,120,0.273
2020-2021,Alameda,Oakland Unified,Skyline High,High Schools (Public),Traditional,9,12,1660,1066,0.642,1152,0.6940000000000001
2020-2021,Alameda,Oakland Unified,Street Academy (Alternative),Alternative Schools of Choice,Alternative School of Choice,9,12,87,74,0.851,76,0.8740000000000001
2020-2021,Alameda,Oakland Unified,Think College Now,Elementary Schools (Public),Traditional,K,5,298,249,0.836,267,0.8959999999999999
2020-2021,Alameda,Oakland Unified,Thornhill Elementary,Elementary Schools (Public),Traditional,K,5,396,45,0.114,46,0.11599999999999999
2020-2021,Alameda,Oakland Unified,United for Success Academy,Intermediate/Middle Schools (Public),Traditional,6,8,385,348,0.904,358,0.93
2020-2021,Alameda,Oakland Unified,Urban Promise Academy,Intermediate/Middle Schools (Public),Traditional,6,8,379,324,0.855,345,0.91
2020-2021,Alameda,Oakland Unified,Vincent Academy,Elementary Schools (Public),Traditional,K,5,183,182,0.995,182,0.995
2020-2021,Alameda,Oakland Unified,West Oakland Middle,Intermediate/Middle Schools (Public),Traditional,6,8,212,194,0.915,196,0.925
2020-2021,Alameda,Oakland Unified,Westlake Middle,Intermediate/Middle Schools (Public),Traditional,6,8,304,251,0.826,265,0.872
2020-2021,Alameda,Oakland Unified,Young Adult Program,Special Education Schools (Public),Special Education School,12,12,152,95,0.625,101,0.664
2020-2021,Alameda,Piedmont City Unified,Beach Elementary,Elementary Schools (Public),Traditional,K,5,264,10,0.038,10,0.038
2020-2021,Alameda,Piedmont City Unified,Havens Elementary,Elementary Schools (Public),Traditional,K,5,444,8,0.018000000000000002,8,0.018000000000000002
2020-2021,Alameda,Piedmont City Unified,Millennium High Alternative,Continuation High Schools,Continuation School,9,12,57,8,0.14,8,0.14
2020-2021,Alameda,Piedmont City Unified,"Nonpublic, Nonsectarian Schools",,,,,10,0,0.0,0,0.0
2020-2021,Alameda,Piedmont City Unified,Piedmont High,High Schools (Public),Traditional,9,12,839,14,0.017,14,0.017
2020-2021,Alameda,Piedmont City Unified,Piedmont Middle,Intermediate/Middle Schools (Public),Traditional,6,8,586,9,0.015,9,0.015
2020-2021,Alameda,Piedmont City Unified,Wildwood Elementary,Elementary Schools (Public),Traditional,K,5,264,7,0.027000000000000003,7,0.027000000000000003
2020-2021,Alameda,San Leandro Unified,Bancroft Middle,Intermediate/Middle Schools (Public),Traditional,6,8,952,563,0.591,623,0.654
2020-2021,Alameda,San Leandro Unified,District Office,,,K,Adult,3,1,0.33299999999999996,1,0.33299999999999996
2020-2021,Alameda,San Leandro Unified,Garfield Elementary,Elementary Schools (Public),Traditional,K,5,316,180,0.57,216,0.684
2020-2021,Alameda,San Leandro Unified,Jefferson Elementary,Elementary Schools (Public),Traditional,K,5,540,347,0.643,385,0.713
2020-2021,Alameda,San Leandro Unified,John Muir Middle,Intermediate/Middle Schools (Public),Traditional,6,8,972,499,0.513,582,0.599
