Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2021-2022,37,10371,6069355,San Diego,San Diego County Office of Education,San Diego County Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,N,N/A,N/A,N,K,12,39,6,15.4%,6,15.4%,24,3,12.5%,3,12.5%,Y
2021-2022,37,10371,0115998,San Diego,San Diego County Office of Education,San Pasqual Academy,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,N,N/A,N/A,N,9,12,35,35,100.0%,35,100.0%,34,34,100.0%,34,100.0%,Y
2021-2022,37,10371,0136085,San Diego,San Diego County Office of Education,Scholarship Prep - Oceanside,County Office of Education (COE),Elementary Schools (Public),Traditional,N/A,Y,1883,Directly funded,Y,K,8,519,258,49.7%,301,58.0%,508,256,50.4%,298,58.7%,Y
2021-2022,37,67967,6109086,San Diego,Alpine Union Elementary,Boulder Oaks Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,1,5,473,164,34.7%,167,35.3%,473,164,34.7%,167,35.3%,Y
2021-2022,37,67967,6118723,San Diego,Alpine Union Elementary,Creekside Early Learning Center,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,P,K,196,51,26.0%,52,26.5%,173,48,27.7%,49,28.3%,Y
2021-2022,37,67967,6037535,San Diego,Alpine Union Elementary,Joan MacQueen Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,385,118,30.6%,125,32.5%,384,118,30.7%,125,32.6%,Y
2021-2022,37,67967,6109953,San Diego,Alpine Union Elementary,Mountain View Learning Academy,Elementary School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N,N/A,N/A,N,K,8,126,44,34.9%,45,35.7%,125,43,34.4%,44,35.2%,Y
2021-2022,37,67967,6106256,San Diego,Alpine Union Elementary,Shadow Hills Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,1,5,359,87,24.2%,91,25.3%,359,87,24.2%,91,25.3%,Y
2021-2022,37,67983,6037550,San Diego,Borrego Springs Unified,Borrego Springs Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,P,5,150,110,73.3%,127,84.7%,146,107,73.3%,123,84.2%,Y
2021-2022,37,67983,3730447,San Diego,Borrego Springs Unified,Borrego Springs High,Unified School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,121,84,69.4%,104,86.0%,115,81,70.4%,99,86.1%,Y
2021-2022,37,67983,6115315,San Diego,Borrego Springs Unified,Borrego Springs Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,6,8,84,61,72.6%,77,91.7%,84,61,72.6%,77,91.7%,Y
2021-2022,37,67983,0134890,San Diego,Borrego Springs Unified,San Diego Workforce Innovation High,Unified School District,High Schools (Public),Traditional,N/A,Y,1832,Directly funded,Y,9,12,"2,468","1,609",65.2%,"1,769",71.7%,"1,336",856,64.1%,944,70.7%,Y
2021-2022,37,67991,6037568,San Diego,Cajon Valley Union,Anza Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,452,333,73.7%,339,75.0%,443,326,73.6%,332,74.9%,Y
2021-2022,37,67991,6069082,San Diego,Cajon Valley Union,Avocado Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,5,532,219,41.2%,240,45.1%,519,213,41.0%,233,44.9%,Y
2021-2022,37,67991,6112148,San Diego,Cajon Valley Union,Blossom Valley Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,5,506,126,24.9%,148,29.2%,500,126,25.2%,148,29.6%,Y
2021-2022,37,67991,0140558,San Diego,Cajon Valley Union,Bostonia Global,Elementary School District,K-12 Schools (Public),Traditional,N/A,Y,2105,Directly funded,N,K,12,"1,007",360,35.7%,372,36.9%,989,356,36.0%,368,37.2%,Y
2021-2022,37,67991,6118319,San Diego,Cajon Valley Union,Cajon Valley Home,Elementary School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N,N/A,N/A,N,K,8,534,296,55.4%,305,57.1%,532,296,55.6%,305,57.3%,Y
2021-2022,37,67991,6037584,San Diego,Cajon Valley Union,Cajon Valley Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,6,8,801,528,65.9%,539,67.3%,801,528,65.9%,539,67.3%,Y
2021-2022,37,67991,6037592,San Diego,Cajon Valley Union,Chase Avenue Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,604,378,62.6%,385,63.7%,593,370,62.4%,376,63.4%,Y
2021-2022,37,67991,6037600,San Diego,Cajon Valley Union,Crest Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,8,246,48,19.5%,54,22.0%,245,48,19.6%,54,22.0%,Y
2021-2022,37,67991,0000000,San Diego,Cajon Valley Union,District Office,Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P,12,7,1,14.3%,1,14.3%,7,1,14.3%,1,14.3%,Y
2021-2022,37,67991,0108563,San Diego,Cajon Valley Union,EJE Elementary Academy Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Y,0683,Directly funded,Y,K,5,557,291,52.2%,300,53.9%,527,276,52.4%,285,54.1%,Y
2021-2022,37,67991,0119255,San Diego,Cajon Valley Union,EJE Middle Academy,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,Y,1063,Directly funded,Y,6,8,233,136,58.4%,151,64.8%,233,136,58.4%,151,64.8%,Y
2021-2022,37,67991,6037626,San Diego,Cajon Valley Union,Emerald Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,6,8,460,310,67.4%,318,69.1%,460,310,67.4%,318,69.1%,Y
2021-2022,37,67991,0136176,San Diego,Cajon Valley Union,Empower,Elementary School District,Special Education Schools (Public),Special Education School,CEP,N,N/A,N/A,N,K,8,15,14,93.3%,14,93.3%,15,14,93.3%,14,93.3%,Y
2021-2022,37,67991,6037634,San Diego,Cajon Valley Union,Flying Hills School of Arts,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,8,705,292,41.4%,310,44.0%,691,288,41.7%,306,44.3%,Y
2021-2022,37,67991,6037642,San Diego,Cajon Valley Union,Fuerte Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,5,670,146,21.8%,157,23.4%,654,144,22.0%,155,23.7%,Y
2021-2022,37,67991,6037659,San Diego,Cajon Valley Union,Greenfield Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,6,8,572,334,58.4%,356,62.2%,572,334,58.4%,356,62.2%,Y
2021-2022,37,67991,6112890,San Diego,Cajon Valley Union,Hillsdale Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,6,8,"1,423",567,39.8%,616,43.3%,"1,423",567,39.8%,616,43.3%,Y
2021-2022,37,67991,6110787,San Diego,Cajon Valley Union,Jamacha Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,5,394,169,42.9%,182,46.2%,391,168,43.0%,181,46.3%,Y
2021-2022,37,67991,6037675,San Diego,Cajon Valley Union,Johnson Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,664,411,61.9%,415,62.5%,646,401,62.1%,405,62.7%,Y
2021-2022,37,67991,0139394,San Diego,Cajon Valley Union,Kidinnu Academy,Elementary School District,Elementary Schools (Public),Traditional,N/A,Y,2054,Directly funded,Y,K,5,216,195,90.3%,195,90.3%,204,183,89.7%,183,89.7%,Y
2021-2022,37,67991,6037683,San Diego,Cajon Valley Union,Lexington Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,731,475,65.0%,480,65.7%,717,469,65.4%,472,65.8%,Y
2021-2022,37,67991,0111005,San Diego,Cajon Valley Union,Los Coches Creek Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,6,8,543,141,26.0%,147,27.1%,543,141,26.0%,147,27.1%,Y
2021-2022,37,67991,6037691,San Diego,Cajon Valley Union,Madison Avenue Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,535,334,62.4%,342,63.9%,526,329,62.5%,336,63.9%,Y
2021-2022,37,67991,6037709,San Diego,Cajon Valley Union,Magnolia Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,546,356,65.2%,376,68.9%,537,352,65.5%,371,69.1%,Y
2021-2022,37,67991,6037717,San Diego,Cajon Valley Union,Meridian Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,525,378,72.0%,395,75.2%,514,369,71.8%,386,75.1%,Y
2021-2022,37,67991,6093207,San Diego,Cajon Valley Union,Montgomery Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,6,8,784,522,66.6%,554,70.7%,784,522,66.6%,554,70.7%,Y
2021-2022,37,67991,6037725,San Diego,Cajon Valley Union,Naranca Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,661,501,75.8%,537,81.2%,651,493,75.7%,529,81.3%,Y
2021-2022,37,67991,0000001,San Diego,Cajon Valley Union,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22,7,31.8%,7,31.8%,22,7,31.8%,7,31.8%,Y
2021-2022,37,67991,6106025,San Diego,Cajon Valley Union,Rancho San Diego Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,5,521,196,37.6%,207,39.7%,509,191,37.5%,202,39.7%,Y
2021-2022,37,67991,6037733,San Diego,Cajon Valley Union,Rios Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,252,111,44.0%,120,47.6%,247,109,44.1%,118,47.8%,Y
2021-2022,37,67991,6101794,San Diego,Cajon Valley Union,Vista Grande Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,5,572,169,29.5%,187,32.7%,556,165,29.7%,182,32.7%,Y
2021-2022,37,67991,6037741,San Diego,Cajon Valley Union,W. D. Hall Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,522,338,64.8%,353,67.6%,517,333,64.4%,348,67.3%,Y
2021-2022,37,68007,6037758,San Diego,Cardiff Elementary,Ada W. Harris Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,3,6,368,53,14.4%,57,15.5%,368,53,14.4%,57,15.5%,Y
2021-2022,37,68007,6037766,San Diego,Cardiff Elementary,Cardiff Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,2,263,30,11.4%,34,12.9%,263,30,11.4%,34,12.9%,Y
2021-2022,37,68023,6037832,San Diego,Chula Vista Elementary,Allen (Ella B.) Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,340,92,27.1%,114,33.5%,340,92,27.1%,114,33.5%,Y
2021-2022,37,68023,6116859,San Diego,Chula Vista Elementary,Arroyo Vista Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Y,0483,Directly funded,N,K,8,910,152,16.7%,192,21.1%,891,148,16.6%,186,20.9%,Y
2021-2022,37,68023,0127431,San Diego,Chula Vista Elementary,Camarena (Enrique S.) Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,944,190,20.1%,216,22.9%,944,190,20.1%,216,22.9%,Y
2021-2022,37,68023,6115646,San Diego,Chula Vista Elementary,Casillas (Joseph) Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,492,144,29.3%,184,37.4%,491,144,29.3%,184,37.5%,Y
2021-2022,37,68023,6037824,San Diego,Chula Vista Elementary,Castle Park Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N,N/A,N/A,N,K,6,376,281,74.7%,309,82.2%,375,280,74.7%,308,82.1%,Y
2021-2022,37,68023,6107775,San Diego,Chula Vista Elementary,Chula Vista Hills Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,494,145,29.4%,168,34.0%,466,139,29.8%,161,34.5%,Y
2021-2022,37,68023,6115778,San Diego,Chula Vista Elementary,Chula Vista Learning Community Charter,Elementary School District,K-12 Schools (Public),Traditional,Not Participating,Y,0135,Directly funded,N,K,12,"1,449",658,45.4%,806,55.6%,"1,425",649,45.5%,796,55.9%,Y
2021-2022,37,68023,6109771,San Diego,Chula Vista Elementary,Clear View,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,504,156,31.0%,194,38.5%,473,148,31.3%,184,38.9%,Y
2021-2022,37,68023,6037881,San Diego,Chula Vista Elementary,Cook (Hazel Goes) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N,N/A,N/A,N,P,6,330,188,57.0%,222,67.3%,330,188,57.0%,222,67.3%,Y
2021-2022,37,68023,6111322,San Diego,Chula Vista Elementary,Discovery Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Y,0054,Directly funded,N,K,8,944,176,18.6%,196,20.8%,944,176,18.6%,196,20.8%,Y
2021-2022,37,68023,6108492,San Diego,Chula Vista Elementary,EastLake Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,547,146,26.7%,186,34.0%,534,144,27.0%,183,34.3%,Y
2021-2022,37,68023,6037956,San Diego,Chula Vista Elementary,Feaster (Mae L.) Charter,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,Y,0121,Directly funded,N,K,8,"1,144",746,65.2%,841,73.5%,"1,132",741,65.5%,836,73.9%,Y
2021-2022,37,68023,6037964,San Diego,Chula Vista Elementary,Finney (Myrtle S.) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N,N/A,N/A,N,P,6,376,212,56.4%,272,72.3%,376,212,56.4%,272,72.3%,Y
2021-2022,37,68023,6037865,San Diego,Chula Vista Elementary,Halecrest Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,422,170,40.3%,217,51.4%,408,168,41.2%,214,52.5%,Y
2021-2022,37,68023,6037873,San Diego,Chula Vista Elementary,Harborside Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N,N/A,N/A,N,P,6,579,431,74.4%,457,78.9%,570,424,74.4%,450,78.9%,Y
2021-2022,37,68023,0101592,San Diego,Chula Vista Elementary,Hedenkamp (Anne and William) Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,894,187,20.9%,218,24.4%,894,187,20.9%,218,24.4%,Y
2021-2022,37,68023,6118970,San Diego,Chula Vista Elementary,Heritage Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,750,143,19.1%,154,20.5%,721,137,19.0%,147,20.4%,Y
2021-2022,37,68023,6037899,San Diego,Chula Vista Elementary,Hilltop Drive Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N,N/A,N/A,N,K,6,508,275,54.1%,351,69.1%,508,275,54.1%,351,69.1%,Y
2021-2022,37,68023,6069090,San Diego,Chula Vista Elementary,Juarez-Lincoln Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N,N/A,N/A,N,P,6,460,282,61.3%,338,73.5%,458,281,61.4%,337,73.6%,Y
2021-2022,37,68023,6037923,San Diego,Chula Vista Elementary,Kellogg (Karl H.) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N,N/A,N/A,N,P,6,299,182,60.9%,209,69.9%,296,181,61.1%,208,70.3%,Y
2021-2022,37,68023,6037907,San Diego,Chula Vista Elementary,Lauderbach (J. Calvin) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N,N/A,N/A,N,P,6,730,517,70.8%,581,79.6%,720,509,70.7%,572,79.4%,Y
2021-2022,37,68023,0138073,San Diego,Chula Vista Elementary,Learning Choice Academy - Chula Vista,Elementary School District,K-12 Schools (Public),Traditional,N/A,Y,2001,Directly funded,Y,K,12,393,176,44.8%,209,53.2%,385,173,44.9%,205,53.2%,Y
2021-2022,37,68023,0119594,San Diego,Chula Vista Elementary,Leonardo da Vinci Health Sciences Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Y,1082,Directly funded,Y,K,6,237,102,43.0%,122,51.5%,237,102,43.0%,122,51.5%,Y
2021-2022,37,68023,0105957,San Diego,Chula Vista Elementary,Liberty Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,628,68,10.8%,82,13.1%,627,67,10.7%,81,12.9%,Y
2021-2022,37,68023,6037949,San Diego,Chula Vista Elementary,Loma Verde Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N,N/A,N/A,N,P,6,473,278,58.8%,328,69.3%,460,271,58.9%,321,69.8%,Y
2021-2022,37,68023,6070825,San Diego,Chula Vista Elementary,Los Altos Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N,N/A,N/A,N,K,6,298,196,65.8%,209,70.1%,284,188,66.2%,201,70.8%,Y
2021-2022,37,68023,6116396,San Diego,Chula Vista Elementary,Marshall (Thurgood) Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,502,86,17.1%,115,22.9%,487,84,17.2%,112,23.0%,Y
2021-2022,37,68023,6118988,San Diego,Chula Vista Elementary,McMillin (Corky) Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,758,167,22.0%,214,28.2%,746,165,22.1%,211,28.3%,Y
2021-2022,37,68023,6037915,San Diego,Chula Vista Elementary,Montgomery (John J.) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N,N/A,N/A,N,P,6,308,227,73.7%,257,83.4%,302,224,74.2%,253,83.8%,Y
2021-2022,37,68023,6037980,San Diego,Chula Vista Elementary,Mueller Charter (Robert L.),Elementary School District,K-12 Schools (Public),Traditional,Provision 2,Y,0064,Directly funded,N,P,12,"1,613",945,58.6%,"1,060",65.7%,"1,593",935,58.7%,"1,050",65.9%,Y
2021-2022,37,68023,0135277,San Diego,Chula Vista Elementary,Muraoka (Saburo) Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,P,6,995,112,11.3%,141,14.2%,995,112,11.3%,141,14.2%,Y
2021-2022,37,68023,0000001,San Diego,Chula Vista Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,3,33.3%,3,33.3%,9,3,33.3%,3,33.3%,Y
2021-2022,37,68023,6113021,San Diego,Chula Vista Elementary,Olympic View Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,P,6,626,185,29.6%,245,39.1%,626,185,29.6%,245,39.1%,Y
2021-2022,37,68023,6095038,San Diego,Chula Vista Elementary,Otay Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N,N/A,N/A,N,P,6,456,288,63.2%,319,70.0%,456,288,63.2%,319,70.0%,Y
2021-2022,37,68023,6037972,San Diego,Chula Vista Elementary,Palomar Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N,N/A,N/A,N,K,6,275,173,62.9%,212,77.1%,275,173,62.9%,212,77.1%,Y
2021-2022,37,68023,6066971,San Diego,Chula Vista Elementary,Parkview Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,467,147,31.5%,177,37.9%,455,142,31.2%,171,37.6%,Y
2021-2022,37,68023,6037931,San Diego,Chula Vista Elementary,Rice (Lilian J.) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N,N/A,N/A,N,P,6,585,373,63.8%,434,74.2%,582,372,63.9%,433,74.4%,Y
2021-2022,37,68023,6037857,San Diego,Chula Vista Elementary,Rogers (Greg) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,P,6,344,174,50.6%,206,59.9%,338,171,50.6%,202,59.8%,Y
2021-2022,37,68023,6037840,San Diego,Chula Vista Elementary,Rohr (Fred H.) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N,N/A,N/A,N,P,6,532,309,58.1%,361,67.9%,532,309,58.1%,361,67.9%,Y
2021-2022,37,68023,6037998,San Diego,Chula Vista Elementary,Rosebank Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N,N/A,N/A,N,K,6,472,287,60.8%,348,73.7%,471,287,60.9%,348,73.9%,Y
2021-2022,37,68023,0105965,San Diego,Chula Vista Elementary,Salt Creek Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,844,98,11.6%,124,14.7%,844,98,11.6%,124,14.7%,Y
2021-2022,37,68023,6038004,San Diego,Chula Vista Elementary,Silver Wing Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N,N/A,N/A,N,K,6,352,209,59.4%,249,70.7%,352,209,59.4%,249,70.7%,Y
2021-2022,37,68023,6038012,San Diego,Chula Vista Elementary,Sunnyside Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,440,140,31.8%,174,39.5%,426,138,32.4%,170,39.9%,Y
2021-2022,37,68023,6095020,San Diego,Chula Vista Elementary,Tiffany (Burton C.) Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,469,148,31.6%,184,39.2%,467,146,31.3%,182,39.0%,Y
2021-2022,37,68023,6038020,San Diego,Chula Vista Elementary,Valle Lindo Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,P,6,418,180,43.1%,225,53.8%,415,180,43.4%,225,54.2%,Y
2021-2022,37,68023,6038038,San Diego,Chula Vista Elementary,Valley Vista Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,561,236,42.1%,309,55.1%,561,236,42.1%,309,55.1%,Y
2021-2022,37,68023,0108662,San Diego,Chula Vista Elementary,Veterans Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,810,160,19.8%,216,26.7%,810,160,19.8%,216,26.7%,Y
2021-2022,37,68023,6038046,San Diego,Chula Vista Elementary,Vista Square Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N,N/A,N/A,N,P,6,590,443,75.1%,501,84.9%,581,437,75.2%,495,85.2%,Y
2021-2022,37,68023,0114009,San Diego,Chula Vista Elementary,Wolf Canyon Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,931,120,12.9%,133,14.3%,897,116,12.9%,129,14.4%,Y
2021-2022,37,68031,3731478,San Diego,Coronado Unified,Coronado High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,"1,051",78,7.4%,78,7.4%,"1,013",75,7.4%,75,7.4%,Y
2021-2022,37,68031,6059570,San Diego,Coronado Unified,Coronado Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,632,51,8.1%,51,8.1%,632,51,8.1%,51,8.1%,Y
2021-2022,37,68031,6038053,San Diego,Coronado Unified,Coronado Village Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,716,71,9.9%,71,9.9%,705,71,10.1%,71,10.1%,Y
2021-2022,37,68031,0000001,San Diego,Coronado Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,0,0.0%,0,0.0%,5,0,0.0%,0,0.0%,Y
2021-2022,37,68031,6038087,San Diego,Coronado Unified,Silver Strand Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,338,6,1.8%,6,1.8%,331,6,1.8%,6,1.8%,Y
2021-2022,37,68049,0132506,San Diego,Dehesa Elementary,Cabrillo Point Academy,Elementary School District,K-12 Schools (Public),Traditional,N/A,Y,1748,Directly funded,Y,K,12,"4,149","1,187",28.6%,"1,391",33.5%,"4,058","1,162",28.6%,"1,362",33.6%,Y
2021-2022,37,68049,6038095,San Diego,Dehesa Elementary,Dehesa Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,8,105,41,39.0%,43,41.0%,103,39,37.9%,41,39.8%,Y
2021-2022,37,68049,0136614,San Diego,Dehesa Elementary,Diego Hills Central Public Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Y,1909,Directly funded,Y,K,12,356,296,83.1%,319,89.6%,159,134,84.3%,144,90.6%,Y
2021-2022,37,68049,0129221,San Diego,Dehesa Elementary,MethodSchools,Elementary School District,K-12 Schools (Public),Traditional,N/A,Y,1617,Directly funded,Y,K,12,331,103,31.1%,118,35.6%,316,102,32.3%,115,36.4%,Y
2021-2022,37,68049,0136416,San Diego,Dehesa Elementary,Pacific Coast Academy,Elementary School District,K-12 Schools (Public),Traditional,N/A,Y,1892,Directly funded,Y,K,12,"4,492","1,396",31.1%,"1,712",38.1%,"4,411","1,375",31.2%,"1,683",38.2%,Y
2021-2022,37,68049,0127118,San Diego,Dehesa Elementary,The Heights Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Y,1488,Directly funded,Y,K,8,264,22,8.3%,26,9.8%,262,22,8.4%,26,9.9%,Y
2021-2022,37,68056,6115620,San Diego,Del Mar Union Elementary,Ashley Falls Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,532,33,6.2%,36,6.8%,532,33,6.2%,36,6.8%,Y
2021-2022,37,68056,6110696,San Diego,Del Mar Union Elementary,Carmel Del Mar Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,606,49,8.1%,53,8.7%,606,49,8.1%,53,8.7%,Y
2021-2022,37,68056,6038111,San Diego,Del Mar Union Elementary,Del Mar Heights Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,343,30,8.7%,32,9.3%,343,30,8.7%,32,9.3%,Y
2021-2022,37,68056,6088983,San Diego,Del Mar Union Elementary,Del Mar Hills Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,292,29,9.9%,32,11.0%,292,29,9.9%,32,11.0%,Y
2021-2022,37,68056,0000001,San Diego,Del Mar Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,Y
