Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2020-2021,49,70607,4930327,Sonoma,West Sonoma County Union High,Laguna High,High School District,Continuation High Schools,Continuation School,Not Participating,N ,N/A,N/A,N,9,12,80,36,45.0%,37,46.3%,76,35,46.1%,35,46.1%,Y
2020-2021,49,70607,0000001,Sonoma,West Sonoma County Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,4,30.8%,4,30.8%,11,3,27.3%,3,27.3%,Y
2020-2021,49,70607,0121038,Sonoma,West Sonoma County Union High,West Sonoma County Consortium,High School District,Special Education Schools (Public),District Special Education Consortia School,N/A,N ,N/A,N/A,N,P,Adult,38,15,39.5%,16,42.1%,35,14,40.0%,15,42.9%,Y
2020-2021,49,70615,6051585,Sonoma,Bellevue Union,Bellevue Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N ,N/A,N/A,N,K,6,401,299,74.6%,332,82.8%,398,297,74.6%,329,82.7%,Y
2020-2021,49,70615,6051593,Sonoma,Bellevue Union,Kawana Springs Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N ,N/A,N/A,N,K,6,344,199,57.8%,240,69.8%,344,199,57.8%,240,69.8%,Y
2020-2021,49,70615,6115695,Sonoma,Bellevue Union,Meadow View Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N ,N/A,N/A,N,K,6,375,266,70.9%,305,81.3%,375,266,70.9%,305,81.3%,Y
2020-2021,49,70615,0000001,Sonoma,Bellevue Union,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1,20.0%,1,20.0%,5,1,20.0%,1,20.0%,Y
2020-2021,49,70615,0113506,Sonoma,Bellevue Union,Taylor Mountain Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N ,N/A,N/A,N,K,6,419,300,71.6%,341,81.4%,411,297,72.3%,337,82.0%,Y
2020-2021,49,70623,6098248,Sonoma,Bennett Valley Union Elementary,Strawberry Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,4,6,390,77,19.7%,83,21.3%,390,77,19.7%,83,21.3%,Y
2020-2021,49,70623,6051619,Sonoma,Bennett Valley Union Elementary,Yulupa Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,3,599,112,18.7%,116,19.4%,581,111,19.1%,115,19.8%,Y
2020-2021,49,70649,6051635,Sonoma,Cinnabar Elementary,Cinnabar Charter,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,1310,Locally funded,N,K,8,231,120,51.9%,132,57.1%,223,117,52.5%,129,57.8%,Y
2020-2021,49,70649,0125724,Sonoma,Cinnabar Elementary,Cinnabar Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,K,20,14,70.0%,16,80.0%,20,14,70.0%,16,80.0%,Y
2020-2021,49,70656,4930855,Sonoma,Cloverdale Unified,Cloverdale High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,411,187,45.5%,211,51.3%,397,181,45.6%,204,51.4%,Y
2020-2021,49,70656,6051643,Sonoma,Cloverdale Unified,Jefferson Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,4,481,271,56.3%,288,59.9%,470,266,56.6%,283,60.2%,Y
2020-2021,49,70656,4930848,Sonoma,Cloverdale Unified,Johanna Echols-Hansen High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,N ,N/A,N/A,N,9,12,22,12,54.5%,14,63.6%,14,8,57.1%,9,64.3%,Y
2020-2021,49,70656,0000001,Sonoma,Cloverdale Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,50.0%,1,50.0%,2,1,50.0%,1,50.0%,Y
2020-2021,49,70656,6051650,Sonoma,Cloverdale Unified,Washington,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,5,8,434,226,52.1%,250,57.6%,434,226,52.1%,250,57.6%,Y
2020-2021,49,70672,0122440,Sonoma,Dunham Elementary,Dunham Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Y,1194,Locally funded,N,K,6,147,35,23.8%,36,24.5%,143,34,23.8%,35,24.5%,Y
2020-2021,49,70672,6051700,Sonoma,Dunham Elementary,Dunham Elementary,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,9,1,11.1%,1,11.1%,9,1,11.1%,1,11.1%,Y
2020-2021,49,70680,0112987,Sonoma,Forestville Union Elementary,Forestville Academy,Elementary School District,Elementary Schools (Public),Traditional,N/A,Y,0842,Locally funded,N,2,8,218,106,48.6%,113,51.8%,218,106,48.6%,113,51.8%,Y
2020-2021,49,70680,6051718,Sonoma,Forestville Union Elementary,Forestville Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,1,48,24,50.0%,26,54.2%,45,23,51.1%,25,55.6%,Y
2020-2021,49,70680,0000001,Sonoma,Forestville Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,Y
2020-2021,49,70698,6051726,Sonoma,Fort Ross Elementary,Fort Ross Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,N ,N/A,N/A,N,K,8,11,6,54.5%,6,54.5%,10,5,50.0%,5,50.0%,Y
2020-2021,49,70706,4930053,Sonoma,Geyserville Unified,Buena Vista High,Unified School District,Continuation High Schools,Continuation School,N/A,N ,N/A,N/A,N,9,12,9,5,55.6%,5,55.6%,7,4,57.1%,4,57.1%,Y
2020-2021,49,70706,6051734,Sonoma,Geyserville Unified,Geyserville Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,5,90,50,55.6%,51,56.7%,90,50,55.6%,51,56.7%,Y
2020-2021,49,70706,0129981,Sonoma,Geyserville Unified,Geyserville New Tech Academy,Unified School District,K-12 Schools (Public),Traditional,CEP,N ,N/A,N/A,N,6,12,110,49,44.5%,50,45.5%,107,46,43.0%,47,43.9%,Y
2020-2021,49,70714,6051742,Sonoma,Gravenstein Union Elementary,Gravenstein Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,1445,Locally funded,N,K,5,438,90,20.5%,98,22.4%,427,86,20.1%,94,22.0%,Y
2020-2021,49,70714,0126888,Sonoma,Gravenstein Union Elementary,Gravenstein First,Elementary School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,1,1,35,8,22.9%,8,22.9%,35,8,22.9%,8,22.9%,Y
2020-2021,49,70714,6051759,Sonoma,Gravenstein Union Elementary,Hillcrest Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,Y,1444,Locally funded,N,6,8,284,48,16.9%,51,18.0%,284,48,16.9%,51,18.0%,Y
2020-2021,49,70722,0139048,Sonoma,Guerneville Elementary,California Pacific Charter - Sonoma,Elementary School District,K-12 Schools (Public),Traditional,N/A,Y,2037,Directly funded,Y,K,12,216,90,41.7%,104,48.1%,204,85,41.7%,97,47.5%,Y
2020-2021,49,70722,6051767,Sonoma,Guerneville Elementary,Guerneville Elementary (Charter),Elementary School District,Elementary Schools (Public),Traditional,CEP,Y,1978,Locally funded,N,K,8,220,110,50.0%,127,57.7%,220,110,50.0%,127,57.7%,Y
2020-2021,49,70722,0138248,Sonoma,Guerneville Elementary,Guerneville Primary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,K,22,10,45.5%,13,59.1%,17,9,52.9%,10,58.8%,Y
2020-2021,49,70722,0000001,Sonoma,Guerneville Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,0.0%,1,50.0%,2,0,0.0%,1,50.0%,Y
2020-2021,49,70730,6051775,Sonoma,Harmony Union Elementary,Harmony Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,1,40,7,17.5%,7,17.5%,39,6,15.4%,6,15.4%,Y
2020-2021,49,70730,6120588,Sonoma,Harmony Union Elementary,Pathways Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Y,0492,Directly funded,Y,K,12,417,150,36.0%,167,40.0%,397,142,35.8%,156,39.3%,Y
2020-2021,49,70730,6110639,Sonoma,Harmony Union Elementary,Salmon Creek School - A Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Y,0941,Locally funded,N,2,8,160,42,26.3%,44,27.5%,160,42,26.3%,44,27.5%,Y
2020-2021,49,70763,6051809,Sonoma,Horicon Elementary,Horicon Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,8,59,49,83.1%,50,84.7%,57,48,84.2%,49,86.0%,Y
2020-2021,49,70789,6051825,Sonoma,Kenwood ,Kenwood Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,N ,N/A,N/A,N,K,6,131,25,19.1%,30,22.9%,131,25,19.1%,30,22.9%,Y
2020-2021,49,70797,0107284,Sonoma,Liberty Elementary,California Virtual Academy @ Sonoma,Elementary School District,K-12 Schools (Public),Traditional,N/A,Y,0653,Directly funded,Y,K,12,"1,098",571,52.0%,662,60.3%,"1,067",557,52.2%,647,60.6%,Y
2020-2021,49,70797,0139568,Sonoma,Liberty Elementary,Heartwood Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Y,2071,Directly funded,Y,K,12,179,60,33.5%,64,35.8%,178,60,33.7%,64,36.0%,Y
2020-2021,49,70797,6051833,Sonoma,Liberty Elementary,Liberty Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,1260,Locally funded,N,1,6,135,16,11.9%,20,14.8%,135,16,11.9%,20,14.8%,Y
2020-2021,49,70797,0140228,Sonoma,Liberty Elementary,Liberty Independent Study,Elementary School District,K-12 Schools (Public),Traditional,N/A,Y,2102,Locally funded,N,P,12,34,3,8.8%,3,8.8%,30,3,10.0%,3,10.0%,Y
2020-2021,49,70797,0123422,Sonoma,Liberty Elementary,Liberty Primary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,1,40,6,15.0%,7,17.5%,39,6,15.4%,7,17.9%,Y
2020-2021,49,70805,6111066,Sonoma,Mark West Union Elementary,John B. Riebli Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,1422,Locally funded,N,K,6,341,67,19.6%,75,22.0%,341,67,19.6%,75,22.0%,Y
2020-2021,49,70805,0105890,Sonoma,Mark West Union Elementary,Mark West Charter,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,0616,Locally funded,N,K,8,182,36,19.8%,40,22.0%,182,36,19.8%,40,22.0%,Y
2020-2021,49,70805,6051841,Sonoma,Mark West Union Elementary,Mark West Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,393,133,33.8%,167,42.5%,384,130,33.9%,164,42.7%,Y
2020-2021,49,70805,0000001,Sonoma,Mark West Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,0.0%,0,0.0%,2,0,0.0%,0,0.0%,Y
2020-2021,49,70805,6051858,Sonoma,Mark West Union Elementary,San Miguel Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,1417,Locally funded,N,K,6,380,108,28.4%,119,31.3%,375,107,28.5%,118,31.5%,Y
2020-2021,49,70813,6051866,Sonoma,Monte Rio Union Elementary,Monte Rio Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,Provision 2,N ,N/A,N/A,N,K,8,61,61,100.0%,61,100.0%,60,60,100.0%,60,100.0%,Y
2020-2021,49,70813,0000001,Sonoma,Monte Rio Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,Y
2020-2021,49,70821,6051874,Sonoma,Montgomery Elementary,Montgomery Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,N ,N/A,N/A,N,K,8,22,10,45.5%,13,59.1%,22,10,45.5%,13,59.1%,Y
2020-2021,49,70839,0000001,Sonoma,Oak Grove Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,50.0%,1,50.0%,2,1,50.0%,1,50.0%,Y
2020-2021,49,70839,6051882,Sonoma,Oak Grove Union Elementary,Oak Grove Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,K,73,17,23.3%,19,26.0%,62,13,21.0%,15,24.2%,Y
2020-2021,49,70839,6051890,Sonoma,Oak Grove Union Elementary,Oak Grove Elementary/Willowside Middle,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,0655,Locally funded,N,1,8,765,166,21.7%,184,24.1%,765,166,21.7%,184,24.1%,Y
2020-2021,49,70839,0138065,Sonoma,Oak Grove Union Elementary,Pivot Charter School - North Bay,Elementary School District,K-12 Schools (Public),Traditional,N/A,Y,1985,Directly funded,Y,K,12,453,203,44.8%,236,52.1%,395,170,43.0%,199,50.4%,Y
2020-2021,49,70847,6051916,Sonoma,Old Adobe Union,La Tercera Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,297,75,25.3%,83,27.9%,288,75,26.0%,83,28.8%,Y
2020-2021,49,70847,0127555,Sonoma,Old Adobe Union,Loma Vista Immersion Academy,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,1579,Locally funded,N,K,6,481,146,30.4%,170,35.3%,453,138,30.5%,161,35.5%,Y
2020-2021,49,70847,6072136,Sonoma,Old Adobe Union,Miwok Valley Elementary Charter,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,1424,Locally funded,N,K,6,327,149,45.6%,167,51.1%,312,143,45.8%,161,51.6%,Y
2020-2021,49,70847,0000001,Sonoma,Old Adobe Union,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,0,0.0%,0,0.0%,4,0,0.0%,0,0.0%,Y
2020-2021,49,70847,6051924,Sonoma,Old Adobe Union,Old Adobe Elementary Charter,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,1423,Locally funded,N,K,6,331,66,19.9%,74,22.4%,320,63,19.7%,71,22.2%,Y
2020-2021,49,70847,0119750,Sonoma,Old Adobe Union,River Montessori Elementary Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Y,1086,Directly funded,Y,K,6,156,24,15.4%,29,18.6%,156,24,15.4%,29,18.6%,Y
2020-2021,49,70847,6114755,Sonoma,Old Adobe Union,Sonoma Mountain Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,1450,Locally funded,N,K,6,462,49,10.6%,56,12.1%,443,48,10.8%,55,12.4%,Y
2020-2021,49,70854,6051940,Sonoma,Petaluma City Elementary,Grant Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,6,371,39,10.5%,64,17.3%,371,39,10.5%,64,17.3%,Y
2020-2021,49,70854,6119036,Sonoma,Petaluma City Elementary,Live Oak Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Y,0382,Directly funded,Y,K,8,280,52,18.6%,65,23.2%,272,52,19.1%,65,23.9%,Y
2020-2021,49,70854,6051957,Sonoma,Petaluma City Elementary,McDowell Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,6,228,162,71.1%,193,84.6%,223,157,70.4%,188,84.3%,Y
2020-2021,49,70854,6051965,Sonoma,Petaluma City Elementary,McKinley Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,6,395,112,28.4%,141,35.7%,381,105,27.6%,133,34.9%,Y
2020-2021,49,70854,6051973,Sonoma,Petaluma City Elementary,McNear Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,6,342,64,18.7%,96,28.1%,327,62,19.0%,94,28.7%,Y
2020-2021,49,70854,0000001,Sonoma,Petaluma City Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,0,0.0%,1,33.3%,3,0,0.0%,1,33.3%,Y
2020-2021,49,70854,6051981,Sonoma,Petaluma City Elementary,Penngrove Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,Y,1512,Locally funded,N,K,6,455,98,21.5%,143,31.4%,442,95,21.5%,139,31.4%,Y
2020-2021,49,70854,0132357,Sonoma,Petaluma City Elementary,South County Consortium,Elementary School District,Special Education Schools (Public),District Special Education Consortia School,N/A,N ,N/A,N/A,N,P,12,139,43,30.9%,55,39.6%,118,39,33.1%,51,43.2%,Y
2020-2021,49,70854,6113112,Sonoma,Petaluma City Elementary,Valley Oaks Elementary (Alternative),Elementary School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N ,N/A,N/A,N,K,6,4,2,50.0%,3,75.0%,4,2,50.0%,3,75.0%,Y
2020-2021,49,70854,6051999,Sonoma,Petaluma City Elementary,Valley Vista Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,6,207,87,42.0%,111,53.6%,196,84,42.9%,108,55.1%,Y
2020-2021,49,70862,4930103,Sonoma,Petaluma Joint Union High,Carpe Diem High (Continuation),High School District,Continuation High Schools,Continuation School,N/A,N ,N/A,N/A,N,9,12,32,15,46.9%,18,56.3%,31,14,45.2%,17,54.8%,Y
2020-2021,49,70862,4930012,Sonoma,Petaluma Joint Union High,Casa Grande High,High School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"1,777",517,29.1%,733,41.2%,"1,748",509,29.1%,723,41.4%,Y
2020-2021,49,70862,6062137,Sonoma,Petaluma Joint Union High,Kenilworth Junior High,High School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,839,282,33.6%,369,44.0%,839,282,33.6%,369,44.0%,Y
2020-2021,49,70862,6051932,Sonoma,Petaluma Joint Union High,Mary Collins Charter School at Cherry Valley,High School District,Elementary Schools (Public),Traditional,Not Participating,Y,0480,Locally funded,N,K,8,406,77,19.0%,128,31.5%,406,77,19.0%,128,31.5%,Y
2020-2021,49,70862,0000001,Sonoma,Petaluma Joint Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39,6,15.4%,7,17.9%,27,5,18.5%,6,22.2%,Y
2020-2021,49,70862,0131961,Sonoma,Petaluma Joint Union High,Petaluma Accelerated Charter,High School District,Junior High Schools (Public),Traditional,N/A,Y,1726,Locally funded,N,7,8,117,19,16.2%,27,23.1%,117,19,16.2%,27,23.1%,Y
2020-2021,49,70862,4935151,Sonoma,Petaluma Joint Union High,Petaluma High,High School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"1,369",297,21.7%,423,30.9%,"1,338",284,21.2%,406,30.3%,Y
2020-2021,49,70862,6060230,Sonoma,Petaluma Joint Union High,Petaluma Junior High,High School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,495,147,29.7%,196,39.6%,495,147,29.7%,196,39.6%,Y
2020-2021,49,70862,4935862,Sonoma,Petaluma Joint Union High,San Antonio High (Continuation),High School District,Continuation High Schools,Continuation School,Not Participating,N ,N/A,N/A,N,9,12,86,45,52.3%,65,75.6%,71,35,49.3%,52,73.2%,Y
2020-2021,49,70862,4930111,Sonoma,Petaluma Joint Union High,Sonoma Mountain High (Continuation),High School District,Continuation High Schools,Continuation School,N/A,N ,N/A,N/A,N,9,12,32,12,37.5%,15,46.9%,28,10,35.7%,13,46.4%,Y
2020-2021,49,70862,4930236,Sonoma,Petaluma Joint Union High,Valley Oaks High (Alternative),High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N ,N/A,N/A,N,7,12,41,7,17.1%,10,24.4%,39,7,17.9%,10,25.6%,Y
2020-2021,49,70870,0101253,Sonoma,Piner-Olivet Union Elementary,Jack London Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,263,105,39.9%,127,48.3%,263,105,39.9%,127,48.3%,Y
2020-2021,49,70870,6109144,Sonoma,Piner-Olivet Union Elementary,Morrice Schaefer Charter,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,1439,Directly funded,N,K,6,355,146,41.1%,160,45.1%,354,146,41.2%,160,45.2%,Y
2020-2021,49,70870,0000001,Sonoma,Piner-Olivet Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,0,0.0%,1,25.0%,4,0,0.0%,1,25.0%,Y
2020-2021,49,70870,0106344,Sonoma,Piner-Olivet Union Elementary,Northwest Prep Charter,Elementary School District,High Schools (Public),Traditional,Not Participating,Y,0526,Directly funded,N,7,12,101,30,29.7%,34,33.7%,99,28,28.3%,32,32.3%,Y
2020-2021,49,70870,6066344,Sonoma,Piner-Olivet Union Elementary,Olivet Elementary Charter,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,1440,Directly funded,N,K,6,316,113,35.8%,125,39.6%,308,111,36.0%,123,39.9%,Y
2020-2021,49,70870,6113492,Sonoma,Piner-Olivet Union Elementary,Piner-Olivet Charter,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,Y,0098,Directly funded,N,6,8,201,74,36.8%,85,42.3%,201,74,36.8%,85,42.3%,Y
2020-2021,49,70888,6052013,Sonoma,Kashia Elementary,Kashia Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,N ,N/A,N/A,N,K,8,16,16,100.0%,16,100.0%,16,16,100.0%,16,100.0%,Y
2020-2021,49,70896,6117907,Sonoma,Rincon Valley Union Elementary,Austin Creek Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,342,30,8.8%,32,9.4%,342,30,8.8%,32,9.4%,Y
2020-2021,49,70896,6085229,Sonoma,Rincon Valley Union Elementary,Binkley Elementary Charter,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,1258,Locally funded,N,K,6,342,132,38.6%,143,41.8%,330,131,39.7%,142,43.0%,Y
2020-2021,49,70896,6052021,Sonoma,Rincon Valley Union Elementary,Madrone Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,364,153,42.0%,158,43.4%,351,149,42.5%,154,43.9%,Y
2020-2021,49,70896,0000001,Sonoma,Rincon Valley Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,1,16.7%,1,16.7%,6,1,16.7%,1,16.7%,Y
2020-2021,49,70896,0102525,Sonoma,Rincon Valley Union Elementary,Rincon Valley Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Y,0525,Locally funded,N,K,8,450,113,25.1%,120,26.7%,448,113,25.2%,120,26.8%,Y
2020-2021,49,70896,0120980,Sonoma,Rincon Valley Union Elementary,Rincon Valley Partnership,Elementary School District,Special Education Schools (Public),District Special Education Consortia School,N/A,N ,N/A,N/A,N,P,6,93,50,53.8%,52,55.9%,89,49,55.1%,51,57.3%,Y
2020-2021,49,70896,6052054,Sonoma,Rincon Valley Union Elementary,Sequoia Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,393,70,17.8%,74,18.8%,381,68,17.8%,72,18.9%,Y
2020-2021,49,70896,6052039,Sonoma,Rincon Valley Union Elementary,Spring Creek Matanzas Charter,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,1105,Locally funded,N,K,6,428,207,48.4%,223,52.1%,417,200,48.0%,216,51.8%,Y
2020-2021,49,70896,6052070,Sonoma,Rincon Valley Union Elementary,Village Elementary Charter,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,1257,Locally funded,N,K,6,333,153,45.9%,162,48.6%,333,153,45.9%,162,48.6%,Y
2020-2021,49,70896,6052047,Sonoma,Rincon Valley Union Elementary,Whited Elementary Charter,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,1259,Locally funded,N,K,6,345,173,50.1%,173,50.1%,345,173,50.1%,173,50.1%,Y
2020-2021,49,70904,0000001,Sonoma,Roseland,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,0.0%,0,0.0%,2,0,0.0%,0,0.0%,Y
2020-2021,49,70904,0101923,Sonoma,Roseland,Roseland Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Y,0558,Directly funded,N,K,12,"1,438",892,62.0%,"1,170",81.4%,"1,422",881,62.0%,"1,158",81.4%,Y
2020-2021,49,70904,0125336,Sonoma,Roseland,Roseland Creek Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,414,273,65.9%,333,80.4%,406,271,66.7%,326,80.3%,Y
2020-2021,49,70904,6052088,Sonoma,Roseland,Roseland Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,488,362,74.2%,432,88.5%,481,357,74.2%,425,88.4%,Y
2020-2021,49,70904,6052096,Sonoma,Roseland,Sheppard Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,531,351,66.1%,454,85.5%,528,349,66.1%,452,85.6%,Y
2020-2021,49,70912,6052153,Sonoma,Santa Rosa Elementary,Abraham Lincoln Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,270,200,74.1%,227,84.1%,262,195,74.4%,222,84.7%,Y
2020-2021,49,70912,6108500,Sonoma,Santa Rosa Elementary,Albert F. Biella Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,287,187,65.2%,207,72.1%,285,187,65.6%,207,72.6%,Y
2020-2021,49,70912,6052104,Sonoma,Santa Rosa Elementary,Brook Hill Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,342,257,75.1%,291,85.1%,334,252,75.4%,285,85.3%,Y
2020-2021,49,70912,0128074,Sonoma,Santa Rosa Elementary,Cesar Chavez Language Academy,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Y,1523,Locally funded,N,K,8,440,196,44.5%,258,58.6%,429,191,44.5%,253,59.0%,Y
