Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2019-2020,37,67991,6037691,San Diego,Cajon Valley Union,Madison Avenue Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,594,448,75.4%,491,82.7%,582,441,75.8%,482,82.8%,Y
2019-2020,37,67991,6037709,San Diego,Cajon Valley Union,Magnolia Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,561,432,77.0%,484,86.3%,553,427,77.2%,478,86.4%,Y
2019-2020,37,67991,6037717,San Diego,Cajon Valley Union,Meridian Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,553,435,78.7%,487,88.1%,535,424,79.3%,475,88.8%,Y
2019-2020,37,67991,6037725,San Diego,Cajon Valley Union,Naranca Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,757,675,89.2%,720,95.1%,738,660,89.4%,703,95.3%,Y
2019-2020,37,67991,6037733,San Diego,Cajon Valley Union,Rios Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,284,159,56.0%,195,68.7%,275,154,56.0%,190,69.1%,Y
2019-2020,37,67991,6037741,San Diego,Cajon Valley Union,W. D. Hall Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,556,396,71.2%,454,81.7%,543,388,71.5%,445,82.0%,Y
2019-2020,37,67991,6069082,San Diego,Cajon Valley Union,Avocado Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,600,250,41.7%,284,47.3%,589,245,41.6%,279,47.4%,Y
2019-2020,37,67991,6093207,San Diego,Cajon Valley Union,Montgomery Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,823,673,81.8%,722,87.7%,823,673,81.8%,722,87.7%,Y
2019-2020,37,67991,6101794,San Diego,Cajon Valley Union,Vista Grande Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,613,182,29.7%,205,33.4%,596,175,29.4%,197,33.1%,Y
2019-2020,37,67991,6106025,San Diego,Cajon Valley Union,Rancho San Diego Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,598,239,40.0%,259,43.3%,581,233,40.1%,253,43.5%,Y
2019-2020,37,67991,6110787,San Diego,Cajon Valley Union,Jamacha Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,445,203,45.6%,218,49.0%,430,199,46.3%,214,49.8%,Y
2019-2020,37,67991,6112148,San Diego,Cajon Valley Union,Blossom Valley Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,561,153,27.3%,173,30.8%,552,151,27.4%,171,31.0%,Y
2019-2020,37,67991,6112890,San Diego,Cajon Valley Union,Hillsdale Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,"1,534",570,37.2%,635,41.4%,"1,534",570,37.2%,635,41.4%,Y
2019-2020,37,67991,6118319,San Diego,Cajon Valley Union,Cajon Valley Home,Elementary School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,8,40,25,62.5%,27,67.5%,40,25,62.5%,27,67.5%,Y
2019-2020,37,68007,6037758,San Diego,Cardiff Elementary,Ada W. Harris Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,3,6,370,60,16.2%,62,16.8%,370,60,16.2%,62,16.8%,Y
2019-2020,37,68007,6037766,San Diego,Cardiff Elementary,Cardiff Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,3,285,28,9.8%,31,10.9%,285,28,9.8%,31,10.9%,Y
2019-2020,37,68023,0000001,San Diego,Chula Vista Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,1,11.1%,1,11.1%,9,1,11.1%,1,11.1%,Y
2019-2020,37,68023,0101592,San Diego,Chula Vista Elementary,Hedenkamp (Anne and William) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,945,212,22.4%,280,29.6%,945,212,22.4%,280,29.6%,Y
2019-2020,37,68023,0105957,San Diego,Chula Vista Elementary,Liberty Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,686,95,13.8%,123,17.9%,686,95,13.8%,123,17.9%,Y
2019-2020,37,68023,0105965,San Diego,Chula Vista Elementary,Salt Creek Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,919,122,13.3%,166,18.1%,919,122,13.3%,166,18.1%,Y
2019-2020,37,68023,0108662,San Diego,Chula Vista Elementary,Veterans Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,885,165,18.6%,238,26.9%,885,165,18.6%,238,26.9%,Y
2019-2020,37,68023,0114009,San Diego,Chula Vista Elementary,Wolf Canyon Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,880,148,16.8%,202,23.0%,866,146,16.9%,199,23.0%,Y
2019-2020,37,68023,0119594,San Diego,Chula Vista Elementary,Leonardo da Vinci Health Sciences Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Yes,1082,Directly funded,Y,K,6,246,93,37.8%,121,49.2%,246,93,37.8%,121,49.2%,Y
2019-2020,37,68023,0124321,San Diego,Chula Vista Elementary,Howard Gardner Community Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Yes,1308,Directly funded,Y,K,8,218,135,61.9%,196,89.9%,211,130,61.6%,190,90.0%,Y
2019-2020,37,68023,0127431,San Diego,Chula Vista Elementary,Camarena (Enrique S.) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,"1,036",220,21.2%,287,27.7%,"1,036",220,21.2%,287,27.7%,Y
2019-2020,37,68023,0135277,San Diego,Chula Vista Elementary,Muraoka (Saburo) Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,P,6,819,134,16.4%,199,24.3%,818,133,16.3%,198,24.2%,Y
2019-2020,37,68023,0138073,San Diego,Chula Vista Elementary,Learning Choice Academy - Chula Vista,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,2001,Directly funded,Y,K,12,382,183,47.9%,226,59.2%,376,182,48.4%,224,59.6%,Y
2019-2020,37,68023,6037824,San Diego,Chula Vista Elementary,Castle Park Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,370,273,73.8%,328,88.6%,369,272,73.7%,327,88.6%,Y
2019-2020,37,68023,6037832,San Diego,Chula Vista Elementary,Allen (Ella B.) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,359,102,28.4%,129,35.9%,359,102,28.4%,129,35.9%,Y
2019-2020,37,68023,6037840,San Diego,Chula Vista Elementary,Rohr (Fred H.) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,277,199,71.8%,237,85.6%,277,199,71.8%,237,85.6%,Y
2019-2020,37,68023,6037857,San Diego,Chula Vista Elementary,Rogers (Greg) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,383,188,49.1%,235,61.4%,381,186,48.8%,233,61.2%,Y
2019-2020,37,68023,6037865,San Diego,Chula Vista Elementary,Halecrest Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,492,200,40.7%,248,50.4%,461,188,40.8%,233,50.5%,Y
2019-2020,37,68023,6037873,San Diego,Chula Vista Elementary,Harborside Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,670,534,79.7%,591,88.2%,653,522,79.9%,579,88.7%,Y
2019-2020,37,68023,6037881,San Diego,Chula Vista Elementary,Cook (Hazel Goes) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,357,242,67.8%,292,81.8%,357,242,67.8%,292,81.8%,Y
2019-2020,37,68023,6037899,San Diego,Chula Vista Elementary,Hilltop Drive Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,525,301,57.3%,399,76.0%,525,301,57.3%,399,76.0%,Y
2019-2020,37,68023,6037907,San Diego,Chula Vista Elementary,Lauderbach (J. Calvin) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,741,556,75.0%,650,87.7%,728,549,75.4%,642,88.2%,Y
2019-2020,37,68023,6037915,San Diego,Chula Vista Elementary,Montgomery (John J.) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,326,277,85.0%,301,92.3%,313,267,85.3%,289,92.3%,Y
2019-2020,37,68023,6037923,San Diego,Chula Vista Elementary,Kellogg (Karl H.) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,312,209,67.0%,265,84.9%,312,209,67.0%,265,84.9%,Y
2019-2020,37,68023,6037931,San Diego,Chula Vista Elementary,Rice (Lilian J.) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,621,434,69.9%,524,84.4%,620,433,69.8%,523,84.4%,Y
2019-2020,37,68023,6037949,San Diego,Chula Vista Elementary,Loma Verde Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,542,325,60.0%,412,76.0%,525,317,60.4%,401,76.4%,Y
2019-2020,37,68023,6037956,San Diego,Chula Vista Elementary,Feaster (Mae L.) Charter,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,Yes,0121,Directly funded,N,K,8,"1,178",874,74.2%,"1,028",87.3%,"1,155",861,74.5%,"1,013",87.7%,Y
2019-2020,37,68023,6037964,San Diego,Chula Vista Elementary,Finney (Myrtle S.) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,378,237,62.7%,319,84.4%,378,237,62.7%,319,84.4%,Y
2019-2020,37,68023,6037972,San Diego,Chula Vista Elementary,Palomar Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,326,207,63.5%,271,83.1%,324,205,63.3%,269,83.0%,Y
2019-2020,37,68023,6037980,San Diego,Chula Vista Elementary,Mueller Charter (Robert L.),Elementary School District,K-12 Schools (Public),Traditional,Provision 2,Yes,0064,Directly funded,N,K,12,"1,620","1,026",63.3%,"1,214",74.9%,"1,595","1,015",63.6%,"1,198",75.1%,Y
2019-2020,37,68023,6037998,San Diego,Chula Vista Elementary,Rosebank Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,570,373,65.4%,467,81.9%,569,373,65.6%,467,82.1%,Y
2019-2020,37,68023,6038004,San Diego,Chula Vista Elementary,Silver Wing Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,378,257,68.0%,314,83.1%,378,257,68.0%,314,83.1%,Y
2019-2020,37,68023,6038012,San Diego,Chula Vista Elementary,Sunnyside Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,446,131,29.4%,169,37.9%,433,129,29.8%,166,38.3%,Y
2019-2020,37,68023,6038020,San Diego,Chula Vista Elementary,Valle Lindo Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,437,214,49.0%,264,60.4%,435,214,49.2%,264,60.7%,Y
2019-2020,37,68023,6038038,San Diego,Chula Vista Elementary,Valley Vista Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,586,234,39.9%,296,50.5%,586,234,39.9%,296,50.5%,Y
2019-2020,37,68023,6038046,San Diego,Chula Vista Elementary,Vista Square Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,642,500,77.9%,575,89.6%,624,488,78.2%,563,90.2%,Y
2019-2020,37,68023,6066971,San Diego,Chula Vista Elementary,Parkview Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,367,134,36.5%,181,49.3%,351,129,36.8%,176,50.1%,Y
2019-2020,37,68023,6069090,San Diego,Chula Vista Elementary,Juarez-Lincoln Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,508,321,63.2%,412,81.1%,508,321,63.2%,412,81.1%,Y
2019-2020,37,68023,6070825,San Diego,Chula Vista Elementary,Los Altos Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,313,226,72.2%,250,79.9%,300,220,73.3%,244,81.3%,Y
2019-2020,37,68023,6095020,San Diego,Chula Vista Elementary,Tiffany (Burton C.) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,497,153,30.8%,198,39.8%,495,153,30.9%,198,40.0%,Y
2019-2020,37,68023,6095038,San Diego,Chula Vista Elementary,Otay Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,542,392,72.3%,465,85.8%,542,392,72.3%,465,85.8%,Y
2019-2020,37,68023,6107775,San Diego,Chula Vista Elementary,Chula Vista Hills Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,526,157,29.8%,209,39.7%,497,149,30.0%,201,40.4%,Y
2019-2020,37,68023,6108492,San Diego,Chula Vista Elementary,EastLake Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,596,163,27.3%,232,38.9%,582,163,28.0%,231,39.7%,Y
2019-2020,37,68023,6109771,San Diego,Chula Vista Elementary,Clear View,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,517,164,31.7%,214,41.4%,502,159,31.7%,208,41.4%,Y
2019-2020,37,68023,6111322,San Diego,Chula Vista Elementary,Discovery Charter,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Yes,0054,Directly funded,N,K,8,887,225,25.4%,297,33.5%,887,225,25.4%,297,33.5%,Y
2019-2020,37,68023,6113021,San Diego,Chula Vista Elementary,Olympic View Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,700,187,26.7%,252,36.0%,700,187,26.7%,252,36.0%,Y
2019-2020,37,68023,6115646,San Diego,Chula Vista Elementary,Casillas (Joseph) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,445,145,32.6%,193,43.4%,443,144,32.5%,192,43.3%,Y
2019-2020,37,68023,6115778,San Diego,Chula Vista Elementary,Chula Vista Learning Community Charter,Elementary School District,K-12 Schools (Public),Traditional,Not Participating,Yes,0135,Directly funded,N,K,12,"1,483",705,47.5%,941,63.5%,"1,465",696,47.5%,929,63.4%,Y
2019-2020,37,68023,6116396,San Diego,Chula Vista Elementary,Marshall (Thurgood) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,575,104,18.1%,126,21.9%,560,102,18.2%,123,22.0%,Y
2019-2020,37,68023,6116859,San Diego,Chula Vista Elementary,Arroyo Vista Charter,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Yes,0483,Directly funded,N,K,8,936,147,15.7%,176,18.8%,914,143,15.6%,171,18.7%,Y
2019-2020,37,68023,6118970,San Diego,Chula Vista Elementary,Heritage Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,805,164,20.4%,216,26.8%,778,160,20.6%,212,27.2%,Y
2019-2020,37,68023,6118988,San Diego,Chula Vista Elementary,McMillin (Corky) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,808,175,21.7%,236,29.2%,781,169,21.6%,230,29.4%,Y
2019-2020,37,68031,0000001,San Diego,Coronado Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,1,11.1%,1,11.1%,6,0,0.0%,0,0.0%,Y
2019-2020,37,68031,3731478,San Diego,Coronado Unified,Coronado High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"1,135",73,6.4%,88,7.8%,"1,098",72,6.6%,87,7.9%,Y
2019-2020,37,68031,6038053,San Diego,Coronado Unified,Coronado Village Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,795,81,10.2%,101,12.7%,774,81,10.5%,101,13.0%,Y
2019-2020,37,68031,6038087,San Diego,Coronado Unified,Silver Strand Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,360,26,7.2%,60,16.7%,351,26,7.4%,59,16.8%,Y
2019-2020,37,68031,6059570,San Diego,Coronado Unified,Coronado Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,764,65,8.5%,87,11.4%,764,65,8.5%,87,11.4%,Y
2019-2020,37,68049,0127118,San Diego,Dehesa Elementary,The Heights Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Yes,1488,Directly funded,Y,K,8,253,22,8.7%,33,13.0%,249,21,8.4%,31,12.4%,Y
2019-2020,37,68049,0129221,San Diego,Dehesa Elementary,MethodSchools,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1617,Directly funded,Y,K,12,153,36,23.5%,86,56.2%,150,36,24.0%,85,56.7%,Y
2019-2020,37,68049,0132506,San Diego,Dehesa Elementary,Cabrillo Point Academy,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1748,Directly funded,Y,K,12,"4,492","1,112",24.8%,"1,410",31.4%,"4,367","1,090",25.0%,"1,383",31.7%,Y
2019-2020,37,68049,0136416,San Diego,Dehesa Elementary,Pacific Coast Academy,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1892,Directly funded,Y,K,12,"3,978","1,153",29.0%,"1,465",36.8%,"3,881","1,125",29.0%,"1,428",36.8%,Y
2019-2020,37,68049,0136614,San Diego,Dehesa Elementary,Diego Hills Central Public Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1909,Directly funded,Y,K,12,703,536,76.2%,588,83.6%,425,322,75.8%,353,83.1%,Y
2019-2020,37,68049,6038095,San Diego,Dehesa Elementary,Dehesa Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,155,65,41.9%,71,45.8%,150,62,41.3%,68,45.3%,Y
2019-2020,37,68056,0000001,San Diego,Del Mar Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,0,0.0%,0,0.0%,4,0,0.0%,0,0.0%,Y
2019-2020,37,68056,0110114,San Diego,Del Mar Union Elementary,Sycamore Ridge,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,576,103,17.9%,124,21.5%,576,103,17.9%,124,21.5%,Y
2019-2020,37,68056,0114686,San Diego,Del Mar Union Elementary,Ocean Air,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,613,15,2.4%,16,2.6%,613,15,2.4%,16,2.6%,Y
2019-2020,37,68056,6038111,San Diego,Del Mar Union Elementary,Del Mar Heights Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,458,23,5.0%,26,5.7%,458,23,5.0%,26,5.7%,Y
2019-2020,37,68056,6088983,San Diego,Del Mar Union Elementary,Del Mar Hills Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,264,31,11.7%,34,12.9%,264,31,11.7%,34,12.9%,Y
2019-2020,37,68056,6110696,San Diego,Del Mar Union Elementary,Carmel Del Mar Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,565,38,6.7%,43,7.6%,565,38,6.7%,43,7.6%,Y
2019-2020,37,68056,6115620,San Diego,Del Mar Union Elementary,Ashley Falls Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,514,35,6.8%,40,7.8%,514,35,6.8%,40,7.8%,Y
2019-2020,37,68056,6117923,San Diego,Del Mar Union Elementary,Sage Canyon,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,624,14,2.2%,14,2.2%,624,14,2.2%,14,2.2%,Y
2019-2020,37,68056,6120596,San Diego,Del Mar Union Elementary,Torrey Hills,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,514,29,5.6%,31,6.0%,514,29,5.6%,31,6.0%,Y
2019-2020,37,68080,0000001,San Diego,Encinitas Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,Y
2019-2020,37,68080,6038145,San Diego,Encinitas Union Elementary,Paul Ecke-Central Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,666,149,22.4%,160,24.0%,666,149,22.4%,160,24.0%,Y
2019-2020,37,68080,6038152,San Diego,Encinitas Union Elementary,Ocean Knoll Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,681,186,27.3%,208,30.5%,681,186,27.3%,208,30.5%,Y
2019-2020,37,68080,6066989,San Diego,Encinitas Union Elementary,Capri Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,702,134,19.1%,154,21.9%,702,134,19.1%,154,21.9%,Y
2019-2020,37,68080,6095046,San Diego,Encinitas Union Elementary,Park Dale Lane Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,481,93,19.3%,106,22.0%,481,93,19.3%,106,22.0%,Y
2019-2020,37,68080,6099402,San Diego,Encinitas Union Elementary,Flora Vista Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,451,36,8.0%,44,9.8%,451,36,8.0%,44,9.8%,Y
2019-2020,37,68080,6106132,San Diego,Encinitas Union Elementary,La Costa Heights Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,685,53,7.7%,57,8.3%,685,53,7.7%,57,8.3%,Y
2019-2020,37,68080,6108534,San Diego,Encinitas Union Elementary,Mission Estancia Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,491,31,6.3%,38,7.7%,491,31,6.3%,38,7.7%,Y
2019-2020,37,68080,6112445,San Diego,Encinitas Union Elementary,Olivenhain Pioneer Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,584,27,4.6%,31,5.3%,584,27,4.6%,31,5.3%,Y
2019-2020,37,68080,6117709,San Diego,Encinitas Union Elementary,El Camino Creek Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,600,24,4.0%,26,4.3%,600,24,4.0%,26,4.3%,Y
2019-2020,37,68098,0101535,San Diego,Escondido Union,Heritage K-8 Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Yes,0556,Directly funded,Y,K,8,"1,176",363,30.9%,491,41.8%,"1,176",363,30.9%,491,41.8%,Y
2019-2020,37,68098,0102590,San Diego,Escondido Union,Bear Valley Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,987,477,48.3%,523,53.0%,987,477,48.3%,523,53.0%,Y
2019-2020,37,68098,0102608,San Diego,Escondido Union,Farr Avenue Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,613,504,82.2%,539,87.9%,594,491,82.7%,526,88.6%,Y
2019-2020,37,68098,0107862,San Diego,Escondido Union,Reidy Creek Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,659,222,33.7%,242,36.7%,641,213,33.2%,233,36.3%,Y
2019-2020,37,68098,0107870,San Diego,Escondido Union,Bernardo Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,640,150,23.4%,161,25.2%,628,145,23.1%,155,24.7%,Y
2019-2020,37,68098,0131813,San Diego,Escondido Union,Quantum Academy,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,4,8,316,97,30.7%,107,33.9%,316,97,30.7%,107,33.9%,Y
2019-2020,37,68098,0133991,San Diego,Escondido Union,Epiphany Prep Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Yes,1802,Directly funded,Y,K,8,767,554,72.2%,656,85.5%,748,541,72.3%,642,85.8%,Y
2019-2020,37,68098,6038178,San Diego,Escondido Union,Central Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,564,452,80.1%,496,87.9%,554,447,80.7%,491,88.6%,Y
2019-2020,37,68098,6038186,San Diego,Escondido Union,Conway Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,548,330,60.2%,372,67.9%,539,325,60.3%,367,68.1%,Y
2019-2020,37,68098,6038194,San Diego,Escondido Union,Del Dios Academy of Arts and Sciences,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,6,8,782,591,75.6%,660,84.4%,782,591,75.6%,660,84.4%,Y
2019-2020,37,68098,6038202,San Diego,Escondido Union,Felicita Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,477,370,77.6%,411,86.2%,471,366,77.7%,407,86.4%,Y
2019-2020,37,68098,6038210,San Diego,Escondido Union,Mission Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,961,778,81.0%,875,91.1%,961,778,81.0%,875,91.1%,Y
2019-2020,37,68098,6038228,San Diego,Escondido Union,Juniper Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,627,496,79.1%,549,87.6%,618,490,79.3%,543,87.9%,Y
